StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,AttendanceRate,StudyCategory,ActivityScore,SupportScore,RiskScore,IsAtRisk,GPAGroup
3498,16,0,3,2,12.09,16,0,3,0,1,1,1,2.77,2,91.11,1,3,1.8,30.39,0,1
3499,17,0,0,3,9.59,12,0,4,0,0,0,0,3.05,1,93.33,1,0,2.4,36.81,0,2
3500,18,1,2,3,18.69,26,1,4,1,0,1,1,3.24,1,85.56,2,3,4.4,11.09,0,2
3501,16,1,1,3,4.81,8,0,3,0,0,0,0,2.58,2,95.56,0,0,1.8,45.91,0,1
3502,17,1,2,0,5.48,27,0,0,0,1,1,0,1.93,4,85.0,1,2,0.0,53.58,1,0
3503,15,0,0,1,18.41,12,1,3,0,0,0,1,3.11,1,93.33,2,1,3.8,16.77,0,2
3504,16,1,0,3,1.53,15,0,2,1,0,0,0,1.87,4,91.67,0,1,1.2,53.37,1,0
3505,16,0,1,2,12.19,18,0,4,0,1,1,0,2.31,3,90.0,1,2,2.4,31.58,0,1
3506,17,1,3,4,13.63,13,0,4,1,1,0,1,3.11,1,92.78,1,3,2.4,24.31,0,2
3507,15,0,1,3,10.11,7,1,4,1,0,0,0,3.3,1,96.11,1,1,4.4,22.97,0,2
3508,16,1,0,4,13.88,21,0,4,1,0,1,0,3.63,0,88.33,1,2,2.4,26.75,0,3
3509,18,0,1,1,3.46,18,1,2,0,0,0,0,1.83,4,90.0,0,0,3.2,45.05,0,0
3510,18,1,3,4,17.05,24,1,3,1,1,0,1,3.4,1,86.67,2,3,3.8,15.08,0,2
3511,18,0,2,2,2.8,23,1,4,0,0,1,0,3.47,1,87.22,0,1,4.4,34.8,0,2
3512,15,1,3,4,8.02,2,0,3,0,0,0,0,3.23,1,98.89,1,0,1.8,39.11,0,2
3513,16,1,0,1,1.51,22,1,3,0,0,0,0,2.26,3,87.78,0,0,3.8,44.47,0,1
3514,18,0,0,2,10.9,20,0,4,1,1,1,0,2.74,2,88.89,1,3,2.4,30.0,0,1
3515,15,1,1,3,13.39,17,0,3,0,1,1,0,3.88,0,90.56,1,2,1.8,28.68,0,3
3516,18,0,2,2,18.82,15,0,1,0,0,1,0,3.48,1,91.67,2,1,0.6,30.46,0,2
3517,17,0,0,2,14.79,13,0,1,1,0,1,1,2.58,2,92.78,1,3,0.6,32.36,0,1
3518,16,1,0,4,10.82,15,1,1,0,0,0,0,2.56,2,91.67,1,0,2.6,36.17,0,1
3519,16,0,2,2,18.65,23,1,2,1,0,0,0,3.21,1,87.22,2,1,3.2,21.09,0,2
3520,15,1,0,3,9.57,16,1,2,1,1,1,1,3.25,1,91.11,1,4,3.2,23.48,0,2
3521,15,1,0,1,11.22,19,1,3,0,1,1,0,3.65,0,89.44,1,2,3.8,23.27,0,3
3522,16,0,1,3,11.92,10,1,2,0,1,1,0,3.03,1,94.44,1,2,3.2,24.93,0,2
3523,18,1,1,3,8.2,12,1,4,0,1,1,0,2.41,3,93.33,1,2,4.4,26.06,0,1
3524,18,0,2,2,16.77,10,0,2,1,1,1,1,2.97,2,94.44,2,4,1.2,23.1,0,1
3525,17,0,0,0,3.7,27,0,4,1,0,0,1,2.25,3,85.0,0,2,2.4,44.09,0,1
3526,18,1,1,2,11.1,28,0,1,0,1,1,0,1.3800000000000003,4,84.44,1,2,0.6,45.39,0,0
3527,15,1,1,0,14.44,3,0,3,1,0,1,1,2.97,2,98.33,1,3,1.8,24.43,0,1
3528,15,0,1,0,18.08,28,0,3,1,1,0,1,3.26,1,84.44,2,3,1.8,24.01,0,2
3529,18,0,1,3,17.68,25,1,3,1,0,0,0,3.45,1,86.11,2,1,3.8,19.36,0,2
3530,15,1,0,1,10.17,13,1,2,1,0,1,0,2.78,2,92.78,1,2,3.2,28.32,0,1
3531,16,1,0,1,12.86,4,0,1,0,0,1,0,2.69,2,97.78,1,1,0.6,37.75,0,1
3532,16,1,0,3,7.88,3,0,2,0,0,1,0,2.71,2,98.33,1,1,1.2,41.0,0,1
3533,18,1,0,1,9.36,0,0,2,1,1,1,1,2.76,2,100.0,1,4,1.2,30.95,0,1
3534,16,0,1,2,18.13,13,0,2,1,1,0,1,3.46,1,92.78,2,3,1.2,23.26,0,2
3535,16,1,2,1,18.61,6,0,2,0,0,1,0,3.77,0,96.67,2,1,1.2,25.52,0,3
3536,17,0,2,2,17.91,9,1,3,0,0,1,0,3.67,0,95.0,2,1,3.8,15.41,0,3
3537,17,0,2,3,2.77,26,0,3,0,0,0,1,2.17,3,85.56,0,1,1.8,50.48,1,1
3538,16,1,0,3,17.0,1,0,4,1,0,1,0,3.0,1,99.44,2,2,2.4,20.54,0,2
3539,18,0,1,1,18.97,9,0,2,1,0,0,0,3.78,0,95.0,2,1,1.2,25.63,0,3
3540,17,1,0,1,7.22,2,0,1,1,0,0,0,2.84,2,98.89,1,1,0.6,44.04,0,1
3541,15,0,0,1,10.37,20,1,3,0,0,1,1,2.53,2,88.89,1,2,3.8,27.33,0,1
3542,15,1,0,2,15.58,7,1,2,0,1,1,0,3.27,1,96.11,2,2,3.2,19.17,0,2
3543,15,0,1,4,11.24,9,0,2,0,1,1,0,2.36,3,95.0,1,2,1.2,36.35,0,1
3544,18,0,3,1,19.87,7,1,3,1,0,1,0,2.77,2,96.11,2,2,3.8,12.33,0,1
3545,16,1,0,1,9.11,13,0,3,0,1,0,1,2.53,2,92.78,1,2,1.8,36.63,0,1
3546,15,1,0,1,14.28,17,1,4,0,0,0,0,3.52,0,90.56,1,0,4.4,21.65,0,3
3547,18,0,2,3,15.85,8,0,4,0,1,1,0,3.12,1,95.56,2,2,2.4,23.03,0,2
3548,17,0,0,3,9.88,21,1,4,1,1,0,1,3.42,1,88.33,1,3,4.4,20.68,0,2
3549,16,1,2,3,17.14,8,0,3,0,0,0,0,3.26,1,95.56,2,0,1.8,28.8,0,2
3550,17,0,2,4,10.92,29,0,4,1,0,1,1,2.18,3,83.89,1,3,2.4,33.13,0,1
3551,18,1,3,2,8.23,3,0,0,1,1,0,0,3.59,0,98.33,1,2,0.0,41.32,0,3
3552,15,0,1,1,2.16,2,0,3,0,0,1,0,2.21,3,98.89,0,1,1.8,46.48,0,1
3553,15,1,2,1,7.87,13,1,1,0,0,0,0,2.46,3,92.78,1,0,2.6,39.72,0,1
3554,18,0,1,3,14.68,13,0,3,1,1,1,0,2.86,2,92.78,1,3,1.8,26.35,0,1
3555,15,1,1,3,18.43,20,1,1,1,0,1,1,3.48,1,88.89,2,3,2.6,17.83,0,2
3556,16,1,1,2,5.03,15,0,2,1,0,0,1,2.36,3,91.67,1,2,1.2,45.27,0,1
3557,18,0,0,3,7.1,4,1,1,0,1,1,1,2.62,2,97.78,1,3,2.6,31.03,0,1
3558,17,1,1,3,3.08,19,1,2,1,1,0,1,3.21,1,89.44,0,3,3.2,34.78,0,2
3559,18,0,1,4,13.81,28,0,2,0,1,0,0,2.61,2,84.44,1,1,1.2,38.7,0,1
3560,16,1,2,2,19.2,22,0,0,1,0,1,1,3.11,1,87.78,2,3,0.0,30.0,0,2
3561,16,1,2,3,12.82,23,0,3,1,0,1,1,4.0,0,87.22,1,3,1.8,27.77,0,3
3562,18,1,2,1,12.34,14,1,4,1,1,1,1,2.96,2,92.22,1,4,4.4,14.9,0,1
3563,18,0,0,3,11.07,20,1,3,1,1,1,0,3.26,1,88.89,1,3,3.8,22.13,0,2
3564,15,1,2,4,1.77,30,0,3,1,1,0,0,1.91,4,83.33,0,2,1.8,50.67,1,0
3565,16,0,1,2,14.59,8,0,3,0,1,1,1,2.84,2,95.56,1,3,1.8,25.53,0,1
3566,18,1,3,3,12.04,6,1,4,1,1,1,0,3.53,0,96.67,1,3,4.4,14.79,0,3
3567,18,0,3,3,13.23,12,0,3,1,1,1,1,3.82,0,93.33,1,4,1.8,23.07,0,3
3568,16,0,0,1,17.98,28,1,3,0,0,0,0,2.14,3,84.44,2,0,3.8,25.35,0,1
3569,18,0,2,2,15.68,22,0,4,1,0,1,0,3.17,1,87.78,2,2,2.4,25.84,0,2
3570,15,1,0,1,15.62,7,0,2,1,0,1,1,2.48,3,96.11,2,3,1.2,27.68,0,1
3571,16,0,0,4,18.54,11,1,1,1,0,0,1,3.11,1,93.89,2,2,2.6,19.37,0,2
3572,15,1,1,3,19.8,3,0,3,0,0,0,1,3.06,1,98.33,2,1,1.8,22.5,0,2
3573,15,0,0,1,11.63,15,1,2,0,1,0,0,2.54,2,91.67,1,1,3.2,29.98,0,1
3574,15,0,2,1,2.18,25,0,2,1,1,1,1,2.53,2,86.11,0,4,1.2,45.36,0,1
3575,15,0,0,2,9.18,28,0,2,0,1,0,1,2.06,3,84.44,1,2,1.2,43.37,0,1
3576,16,0,0,2,15.75,28,1,3,1,0,1,1,1.3800000000000003,4,84.44,2,3,3.8,22.54,0,0
3577,15,1,1,0,0.55,5,0,4,1,0,0,1,2.56,2,97.22,0,2,2.4,42.98,0,1
3578,15,0,2,2,1.14,4,0,1,0,0,0,0,2.23,3,97.78,0,0,0.6,56.05,1,1
3579,18,0,3,2,1.34,0,1,2,1,1,1,0,2.78,2,100.0,0,3,3.2,34.33,0,1
3580,16,1,2,1,14.62,30,1,1,0,1,0,0,2.26,3,83.33,1,1,2.6,32.59,0,1
3581,16,0,2,3,10.02,13,1,3,1,1,1,1,3.41,1,92.78,1,4,3.8,19.2,0,2
3582,17,0,0,4,7.38,28,1,2,0,0,0,1,3.03,1,84.44,1,1,3.2,36.6,0,2
3583,16,0,0,3,2.11,8,0,2,1,0,0,0,2.09,3,95.56,0,1,1.2,50.74,1,1
3584,16,0,0,3,14.64,17,0,1,1,1,0,0,3.45,1,90.56,1,2,0.6,33.65,0,2
3585,17,1,1,1,6.42,5,0,2,0,0,1,0,3.13,1,97.22,1,1,1.2,42.17,0,2
3586,16,1,2,1,5.31,14,1,2,1,1,0,1,2.59,2,92.22,1,3,3.2,32.57,0,1
3587,16,0,1,1,13.05,30,1,3,1,0,1,0,2.73,2,83.33,1,2,3.8,25.42,0,1
3588,16,1,2,3,11.18,15,0,2,0,0,0,0,3.3,1,91.67,1,0,1.2,40.24,0,2
3589,16,1,1,4,7.25,7,1,3,1,0,0,1,2.96,2,96.11,1,2,3.8,27.63,0,1
3590,17,0,0,3,12.83,18,0,2,1,1,1,1,3.29,1,90.0,1,4,1.2,28.78,0,2
3591,16,1,0,4,5.42,4,0,2,1,0,0,0,3.09,1,97.78,1,1,1.2,43.32,0,2
3592,16,0,2,3,15.9,13,0,2,0,1,1,0,3.44,1,92.78,2,2,1.2,28.6,0,2
3593,17,1,2,2,4.59,6,0,3,1,1,1,1,3.23,1,96.67,0,4,1.8,34.17,0,2
3594,18,1,3,2,3.18,3,0,3,1,1,0,1,2.62,2,98.33,0,3,1.8,39.38,0,1
3595,15,1,0,1,15.65,29,0,4,1,0,0,0,2.85,2,83.89,2,1,2.4,30.54,0,1
3596,18,0,3,0,14.16,27,1,2,0,1,0,0,3.14,1,85.0,1,1,3.2,27.65,0,2
3597,17,1,0,3,3.65,20,0,0,1,1,0,0,2.83,2,88.89,0,2,0.0,52.25,1,1
3598,15,0,0,2,2.32,0,1,1,1,0,0,0,3.23,1,100.0,0,1,2.6,39.71,0,2
3599,17,0,3,2,16.77,3,0,2,1,1,1,1,3.1,1,98.33,2,4,1.2,21.42,0,2
3600,17,1,0,2,15.53,29,1,1,1,0,0,0,3.48,1,83.89,2,1,2.6,28.21,0,2
3601,16,0,2,1,6.55,13,1,1,0,0,0,0,2.89,2,92.78,1,0,2.6,40.3,0,1
3602,15,1,0,2,13.16,22,1,2,1,1,1,0,3.77,0,87.78,1,3,3.2,21.36,0,3
3603,16,0,1,2,2.48,15,0,3,0,1,1,0,2.1,3,91.67,0,2,1.8,46.38,0,1
3604,15,0,3,2,10.14,27,0,3,1,1,0,1,2.55,2,85.0,1,3,1.8,35.52,0,1
3605,17,1,0,3,0.37,25,0,2,1,0,0,1,2.36,3,86.11,0,2,1.2,53.04,1,1
3606,17,1,2,2,7.83,6,0,2,0,1,0,0,3.29,1,96.67,1,1,1.2,40.2,0,2
3607,18,1,0,3,1.5,9,0,3,0,1,0,0,2.4,3,95.0,0,1,1.8,48.19,0,1
3608,15,1,1,4,9.5,9,0,2,0,0,0,1,2.57,2,95.0,1,1,1.2,40.5,0,1
3609,16,0,0,4,8.43,3,0,3,0,1,1,0,3.61,0,98.33,1,2,1.8,32.84,0,3
3610,18,0,0,4,8.89,11,1,4,1,0,0,0,3.14,1,93.89,1,1,4.4,25.68,0,2
3611,18,0,0,1,0.91,5,0,4,0,0,1,0,3.1,1,97.22,0,1,2.4,43.68,0,2
3612,18,1,0,0,7.23,12,1,2,1,1,0,0,2.42,3,93.33,1,2,3.2,32.7,0,1
3613,16,0,3,1,15.13,20,0,3,1,1,1,0,3.24,1,88.89,2,3,1.8,26.19,0,2
3614,18,1,0,1,7.38,0,0,3,1,0,0,1,3.43,1,100.0,1,2,1.8,34.02,0,2
3615,16,0,0,4,14.3,7,0,2,0,1,0,1,3.78,0,96.11,1,2,1.2,28.58,0,3
3616,18,1,1,3,7.39,27,1,3,1,1,0,0,2.31,3,85.0,1,2,3.8,32.96,0,1
3617,16,0,0,1,8.46,22,1,2,1,1,0,1,2.17,3,87.78,1,3,3.2,31.23,0,1
3618,17,0,2,1,11.28,30,1,3,0,0,1,0,2.69,2,83.33,1,1,3.8,30.24,0,1
3619,17,1,3,1,19.01,15,0,2,0,0,1,0,3.56,0,91.67,2,1,1.2,27.3,0,3
3620,17,0,1,3,2.18,4,0,0,1,0,1,0,2.24,3,97.78,0,2,0.0,52.45,1,1
3621,17,1,3,3,0.66,28,0,3,1,1,0,1,1.96,4,84.44,0,3,1.8,49.04,0,0
3622,17,0,1,4,12.16,25,0,2,0,1,1,0,2.54,2,86.11,1,2,1.2,37.86,0,1
3623,18,0,0,4,18.98,25,1,1,1,0,0,1,3.13,1,86.11,2,2,2.6,21.49,0,2
3624,18,1,2,1,19.79,6,1,2,1,1,0,0,3.35,1,96.67,2,2,3.2,13.51,0,2
3625,18,1,1,2,9.68,30,0,1,1,1,0,1,2.05,3,83.33,1,3,0.6,43.38,0,1
3626,16,0,2,1,9.36,25,1,3,0,0,0,0,2.38,3,86.11,1,0,3.8,34.94,0,1
3627,16,0,3,2,12.9,2,0,2,0,1,0,1,3.04,1,98.89,1,2,1.2,31.21,0,2
3628,16,0,1,4,11.11,23,0,1,0,1,1,1,2.37,3,87.22,1,3,0.6,39.43,0,1
3629,16,0,3,2,12.68,20,0,2,0,1,0,0,2.23,3,88.89,1,1,1.2,39.51,0,1
3630,17,0,2,3,17.48,1,0,2,1,1,0,0,3.54,0,99.44,2,2,1.2,24.04,0,3
3631,17,0,1,2,14.93,1,1,3,1,1,0,0,3.09,1,99.44,1,2,3.8,16.54,0,2
3632,17,1,1,0,9.94,19,0,2,1,1,0,0,2.38,3,89.44,1,2,1.2,39.87,0,1
3633,15,1,0,1,9.24,22,1,3,1,1,1,1,2.72,2,87.78,1,4,3.8,23.65,0,1
3634,18,1,3,2,12.79,29,0,0,0,0,0,0,2.58,2,83.89,1,0,0.0,48.2,0,1
3635,16,0,2,3,9.11,9,0,2,0,0,0,0,2.91,2,95.0,1,0,1.2,42.63,0,1
3636,16,0,0,1,9.16,19,0,3,1,0,1,1,2.48,3,89.44,1,3,1.8,35.36,0,1
3637,17,0,0,3,0.33,8,1,0,1,0,0,0,2.63,2,95.56,0,1,2.0,47.98,0,1
3638,16,1,1,3,3.48,17,0,2,1,0,0,0,2.52,2,90.56,0,1,1.2,49.7,0,1
3639,16,1,0,2,9.77,5,1,2,1,1,1,0,3.86,0,97.22,1,3,3.2,22.07,0,3
3640,18,0,0,3,16.45,19,0,0,1,1,0,1,2.81,2,89.44,2,3,0.0,33.61,0,1
3641,17,0,1,2,5.57,5,0,2,1,1,1,0,2.47,3,97.22,1,3,1.2,39.88,0,1
3642,18,1,0,3,10.45,25,0,3,1,1,0,1,2.0,3,86.11,1,3,1.8,36.12,0,1
3643,15,1,1,3,6.9,24,0,2,1,0,0,0,3.07,1,86.67,1,1,1.2,45.41,0,2
3644,15,1,0,4,2.1,9,1,2,1,0,0,0,2.89,2,95.0,0,1,3.2,39.85,0,1
3645,15,0,0,2,19.17,27,0,4,1,0,1,1,3.16,1,85.0,2,3,2.4,19.98,0,2
3646,17,0,2,2,17.09,24,0,4,0,0,0,0,3.32,1,86.67,2,0,2.4,29.09,0,2
3647,16,0,1,1,1.57,8,0,1,0,1,1,1,2.23,3,95.56,0,3,0.6,48.79,0,1
3648,17,1,0,1,14.4,8,0,1,1,1,0,0,2.51,2,95.56,1,2,0.6,34.55,0,1
3649,17,1,0,3,6.95,2,1,2,0,0,1,0,3.15,1,98.89,1,1,3.2,31.78,0,2
3650,16,0,1,4,19.9,11,1,2,1,0,1,1,4.0,0,93.89,2,3,3.2,10.22,0,3
3651,18,0,0,2,6.05,10,1,1,1,0,0,0,2.48,3,94.44,1,1,2.6,38.87,0,1
3652,15,1,0,1,4.77,13,0,2,1,0,0,1,2.39,3,92.78,0,2,1.2,45.13,0,1
3653,18,0,0,1,11.36,24,0,1,0,0,1,1,2.98,2,86.67,1,2,0.6,40.29,0,1
3654,15,1,2,2,16.7,18,1,2,1,1,0,1,3.39,1,90.0,2,3,3.2,17.1,0,2
3655,17,1,2,1,3.85,9,0,2,1,1,1,1,2.5,2,95.0,0,4,1.2,40.23,0,1
3656,15,0,2,1,14.19,18,1,0,1,1,0,1,2.04,3,90.0,1,3,2.0,29.07,0,1
3657,17,1,2,3,1.23,4,1,2,0,1,0,0,2.81,2,97.78,0,1,3.2,40.17,0,1
3658,18,0,2,0,18.38,21,1,2,1,0,0,0,3.84,0,88.33,2,1,3.2,19.46,0,3
3659,17,1,1,2,1.62,8,0,3,1,1,0,0,2.56,2,95.56,0,2,1.8,44.95,0,1
3660,18,1,1,3,18.28,0,1,4,0,1,0,0,3.99,0,100.0,2,1,4.4,9.67,0,3
3661,16,0,0,1,9.82,14,1,4,0,1,0,1,2.51,2,92.22,1,2,4.4,24.17,0,1
3662,16,1,1,3,8.96,23,1,2,1,1,1,1,3.31,1,87.22,1,4,3.2,25.45,0,2
3663,16,0,2,3,19.47,29,0,3,0,0,0,1,3.35,1,83.89,2,1,1.8,27.24,0,2
3664,17,0,1,3,19.81,29,0,1,0,0,0,0,2.75,2,83.89,2,0,0.6,36.27,0,1
3665,16,1,0,2,13.0,3,0,2,0,1,1,1,3.71,0,98.33,1,3,1.2,27.1,0,3
3666,15,0,0,2,2.54,25,0,3,1,1,0,1,2.49,3,86.11,0,3,1.8,44.78,0,1
3667,18,0,1,3,10.12,6,0,3,1,1,1,1,4.0,0,96.67,1,4,1.8,25.33,0,3
3668,18,0,2,3,10.58,5,1,2,0,0,0,1,3.1,1,97.22,1,1,3.2,27.95,0,2
3669,15,0,3,2,10.29,14,0,1,1,0,1,0,2.58,2,92.22,1,2,0.6,40.68,0,1
3670,17,0,0,1,11.39,5,0,2,1,0,0,0,3.09,1,97.22,1,1,1.2,36.06,0,2
3671,17,0,2,1,0.37,6,0,3,0,0,0,0,2.08,3,96.67,0,0,1.8,52.32,1,1
3672,18,1,1,1,14.22,19,0,4,0,0,1,1,3.06,1,89.44,1,2,2.4,27.36,0,2
3673,16,0,3,2,14.25,21,1,2,0,0,0,0,2.5,2,88.33,1,0,3.2,30.48,0,1
3674,17,1,1,1,2.31,2,1,4,1,1,1,0,3.58,0,98.89,0,3,4.4,26.05,0,3
3675,17,1,1,2,11.4,20,0,1,1,1,0,1,3.15,1,88.89,1,3,0.6,36.54,0,2
3676,15,0,1,3,11.37,28,0,4,1,1,0,0,2.44,3,84.44,1,2,2.4,34.22,0,1
3677,15,1,2,1,13.65,28,0,3,1,0,0,1,2.48,3,84.44,1,2,1.8,34.0,0,1
3678,16,1,3,3,1.71,29,0,0,0,1,0,1,2.74,2,83.89,0,2,0.0,56.65,1,1
3679,17,0,0,3,12.53,30,0,2,0,1,0,1,3.64,0,83.33,1,2,1.2,35.62,0,3
3680,17,0,0,1,5.62,12,0,1,0,1,1,1,2.65,2,93.33,1,3,0.6,43.46,0,1
3681,15,0,3,3,10.14,1,1,4,0,0,1,1,3.8,0,99.44,1,2,4.4,18.02,0,3
3682,17,1,1,3,15.47,2,0,2,0,0,1,0,3.56,0,98.89,2,1,1.2,29.2,0,3
3683,18,1,1,2,14.11,12,0,3,1,1,0,1,3.43,1,93.33,1,3,1.8,25.44,0,2
3684,15,0,1,1,2.38,8,1,2,0,0,0,1,1.65,4,95.56,0,1,3.2,42.41,0,0
3685,16,0,0,2,11.82,21,1,4,1,0,0,0,2.57,2,88.33,1,1,4.4,25.38,0,1
3686,15,1,2,4,19.38,18,1,2,1,0,1,1,4.0,0,90.0,2,3,3.2,12.23,0,3
3687,17,1,2,3,3.14,17,1,2,0,0,0,1,2.38,3,90.56,0,1,3.2,41.38,0,1
3688,16,1,0,1,17.06,4,0,2,1,1,0,0,3.0,1,97.78,2,2,1.2,26.5,0,2
3689,15,1,0,3,14.05,9,0,2,1,1,0,1,4.0,0,95.0,1,3,1.2,26.23,0,3
3690,18,0,2,2,15.48,13,1,0,1,1,0,1,2.75,2,92.78,2,3,2.0,24.71,0,1
3691,18,1,0,2,5.64,20,1,3,1,1,1,0,2.93,2,88.89,1,3,3.8,29.74,0,1
3692,15,1,3,3,5.76,16,0,0,1,1,1,1,2.84,2,91.11,1,4,0.0,43.81,0,1
3693,18,1,0,2,18.12,2,0,2,1,0,1,0,3.8,0,98.89,2,2,1.2,22.78,0,3
3694,18,1,1,3,7.2,6,0,2,0,0,0,0,3.19,1,96.67,1,0,1.2,43.74,0,2
3695,18,0,3,3,1.26,8,1,2,1,0,0,0,2.62,2,95.56,0,1,3.2,41.38,0,1
3696,16,0,2,3,12.01,4,0,2,1,0,0,0,3.06,1,97.78,1,1,1.2,35.16,0,2
3697,18,1,1,1,2.5,3,1,3,1,1,0,0,2.87,2,98.33,0,2,3.8,33.01,0,1
3698,18,1,2,3,15.93,2,1,0,0,0,1,1,3.67,0,98.89,2,2,2.0,22.21,0,3
3699,18,0,0,4,12.83,25,1,2,1,0,0,0,2.91,2,86.11,1,1,3.2,29.5,0,1
3700,16,0,0,1,17.49,12,0,3,1,0,1,0,3.17,1,93.33,2,2,1.8,24.37,0,2
3701,15,1,3,2,15.7,8,0,1,0,1,1,0,2.75,2,95.56,2,2,0.6,32.33,0,1
3702,17,1,2,1,2.24,29,0,3,1,1,0,0,3.4,1,83.89,0,2,1.8,46.16,0,2
3703,18,0,1,3,7.62,22,1,1,0,1,0,0,2.31,3,87.78,1,1,2.6,39.66,0,1
3704,15,0,0,3,15.49,27,0,1,0,0,0,0,3.72,0,85.0,2,0,0.6,38.86,0,3
3705,18,0,0,1,8.35,6,0,3,0,1,0,0,2.82,2,96.67,1,1,1.8,38.0,0,1
3706,16,0,0,4,19.45,29,0,2,0,0,0,1,3.33,1,83.89,2,1,1.2,30.05,0,2
3707,15,0,1,1,14.71,28,0,2,0,0,0,0,2.66,2,84.44,1,0,1.2,39.95,0,1
3708,16,0,2,3,0.31,7,1,3,1,0,0,0,2.35,3,96.11,0,1,3.8,40.33,0,1
3709,18,1,1,2,17.6,9,1,1,1,0,1,0,2.92,2,95.0,2,2,2.6,20.63,0,1
3710,18,0,2,2,2.02,0,0,2,0,1,1,1,3.44,1,100.0,0,3,1.2,40.92,0,2
3711,16,0,0,1,2.81,26,1,4,1,0,0,0,2.14,3,85.56,0,1,4.4,38.69,0,1
3712,17,0,0,1,14.69,19,1,3,0,0,0,0,1.68,4,89.44,1,0,3.8,28.86,0,0
3713,16,0,0,3,17.3,28,1,0,1,0,0,1,1.91,4,84.44,2,2,2.0,29.96,0,0
3714,18,1,1,2,10.73,28,1,3,0,1,0,1,2.83,2,84.44,1,2,3.8,27.69,0,1
3715,16,1,0,1,5.78,20,1,1,0,1,1,0,2.15,3,88.89,1,2,2.6,39.47,0,1
3716,17,0,3,1,7.03,20,0,2,1,1,1,1,2.67,2,88.89,1,4,1.2,37.97,0,1
3717,16,1,0,1,6.86,0,0,3,1,1,0,0,3.29,1,100.0,1,2,1.8,35.02,0,2
3718,17,1,3,3,6.53,18,1,0,1,1,0,0,3.03,1,90.0,1,2,2.0,38.67,0,2
3719,17,1,1,3,4.86,1,0,1,1,0,0,1,3.07,1,99.44,0,2,0.6,43.72,0,2
3720,16,1,3,1,12.18,11,0,2,1,0,0,1,3.88,0,93.89,1,2,1.2,31.76,0,3
3721,16,1,1,2,18.01,22,0,4,0,1,1,1,3.85,0,87.78,2,3,2.4,18.73,0,3
3722,15,1,3,1,6.14,12,0,2,1,1,1,0,2.25,3,93.33,1,3,1.2,41.08,0,1
3723,18,0,0,4,3.73,13,0,1,1,1,1,0,3.04,1,92.78,0,3,0.6,45.04,0,2
3724,17,0,2,4,16.77,4,0,2,0,1,1,1,3.56,0,97.78,2,3,1.2,22.96,0,3
3725,15,0,3,3,14.84,2,0,2,0,1,0,0,2.61,2,98.89,1,1,1.2,32.36,0,1
3726,16,0,0,4,18.62,26,0,2,0,1,0,1,2.66,2,85.56,2,2,1.2,29.67,0,1
3727,18,0,0,3,3.31,23,1,4,0,1,0,0,2.01,3,87.22,0,1,4.4,37.81,0,1
3728,15,1,1,3,2.89,16,1,2,1,0,1,0,2.53,2,91.11,0,2,3.2,38.63,0,1
3729,17,0,3,2,10.83,0,0,2,1,0,0,0,3.37,1,100.0,1,1,1.2,35.08,0,2
3730,15,0,1,2,12.29,13,0,1,1,1,0,0,3.35,1,92.78,1,2,0.6,36.06,0,2
3731,17,1,1,1,9.6,5,1,3,1,0,0,0,4.0,0,97.22,1,1,3.8,24.2,0,3
3732,16,1,0,2,11.98,16,1,2,0,0,0,0,3.33,1,91.11,1,0,3.2,30.27,0,2
3733,18,0,0,3,3.61,3,0,3,0,0,0,0,3.12,1,98.33,0,0,1.8,45.09,0,2
3734,18,1,2,1,9.59,5,1,4,1,0,1,0,4.0,0,97.22,1,2,4.4,18.99,0,3
3735,18,1,0,1,13.16,0,1,0,1,1,1,0,3.88,0,100.0,1,3,2.0,22.26,0,3
3736,16,1,1,2,8.65,28,1,4,1,1,0,0,2.57,2,84.44,1,2,4.4,28.21,0,1
3737,17,1,3,1,13.59,8,0,2,1,1,0,0,2.89,2,95.56,1,2,1.2,31.89,0,1
3738,16,0,0,2,9.02,30,0,2,1,1,1,1,2.92,2,83.33,1,4,1.2,36.8,0,1
3739,18,1,2,4,6.67,3,0,3,1,0,0,0,2.39,3,98.33,1,1,1.8,40.59,0,1
3740,16,0,0,3,6.07,8,0,3,1,0,1,1,3.16,1,95.56,1,3,1.8,35.38,0,2
3741,16,0,1,3,8.22,8,0,3,1,1,0,0,3.22,1,95.56,1,2,1.8,35.05,0,2
3742,16,1,0,2,0.46,28,0,2,0,0,1,0,2.69,2,84.44,0,1,1.2,55.19,1,1
3743,17,1,2,2,13.37,21,1,4,1,1,1,1,3.57,0,88.33,1,4,4.4,13.45,0,3
3744,15,1,0,1,16.9,12,0,3,0,1,1,0,2.88,2,93.33,2,2,1.8,25.83,0,1
3745,15,0,1,4,7.09,22,0,2,1,0,0,0,2.91,2,87.78,1,1,1.2,45.18,0,1
3746,16,1,1,1,0.92,30,1,4,0,0,0,0,2.32,3,83.33,0,0,4.4,43.88,0,1
3747,15,1,0,1,19.74,28,0,4,1,0,0,1,3.41,1,84.44,2,2,2.4,21.34,0,2
3748,15,1,2,3,5.27,16,0,2,1,0,0,1,2.82,2,91.11,1,2,1.2,44.02,0,1
